"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL370963";"";"5,6,7,3',4',5'-Hexamethoxy Flavone|5,6,7,3',4',5'-Hexamethoxyflavone";"Small molecule";"";"402.40";"11";"16";"3.51";"85.59";"8";"0";"0";"7";"N";"0.59";"None";"None";"2.02";"2.02";"3";"MOL";"-1";"29";"8";"0";"0";"402.1315";"0.81";"NEUTRAL";"C21H22O8";"COc1cc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc(OC)c1OC";"DYDFNKUHYXHWFM-UHFFFAOYSA-N"
"CHEMBL356974";"";"";"Small molecule";"";"385.55";"3";"4";"4.21";"52.93";"4";"2";"0";"11";"N";"0.61";"13.85";"9.83";"4.50";"2.10";"2";"MOL";"-1";"28";"4";"2";"0";"385.2617";"-0.40";"BASE";"C24H35NO3";"CC(C)N(CC(O)COc1ccccc1C(O)CCc1ccccc1)C(C)C";"DNWOJSUBWJDTES-UHFFFAOYSA-N"
"CHEMBL2333365";"";"";"Small molecule";"";"455.51";"167";"309";"3.22";"102.59";"6";"1";"0";"3";"N";"0.65";"None";"6.35";"2.36";"2.32";"3";"MOL";"-1";"32";"7";"2";"0";"455.1315";"-1.23";"NEUTRAL";"C23H22FN3O4S";"Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F";"LNFBAYSBVQBKFR-UHFFFAOYSA-N"
"CHEMBL4638982";"";"";"Unknown";"";"452.51";"4";"4";"3.52";"75.00";"8";"1";"0";"4";"N";"0.65";"None";"7.24";"2.73";"2.51";"3";"MOL";"-1";"33";"8";"1";"0";"452.2248";"-1.58";"NEUTRAL";"C23H26F2N8";"Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2ccc(F)c(F)c2)cnn1";"UFJBAKZXPBBJTL-VPTLXERWSA-N"
"CHEMBL4104472";"";"";"Small molecule";"";"417.51";"3";"4";"3.22";"79.38";"6";"2";"0";"8";"N";"0.59";"None";"7.25";"3.08";"2.85";"3";"MOL";"-1";"31";"7";"2";"0";"417.2165";"-1.66";"NEUTRAL";"C24H27N5O2";"O=C(Nc1ccc(CCN2CCOCC2)cc1)c1cccnc1NCc1ccncc1";"SVJRREMHDNBDFZ-UHFFFAOYSA-N"
"CHEMBL486059";"PERVILLEINE B";"Pervilleine B";"Small molecule";"";"571.62";"9";"15";"3.76";"111.22";"11";"0";"2";"11";"N";"0.29";"None";"8.20";"3.47";"2.60";"2";"MOL";"-1";"41";"11";"0";"2";"571.2417";"1.01";"NEUTRAL";"C30H37NO10";"COc1cc(/C=C/C(=O)O[C@H]2CC3C[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC2N3C)cc(OC)c1OC";"KKZAOZSLMGOEFU-ZAXSSQMLSA-N"
"CHEMBL217251";"";"";"Small molecule";"";"475.61";"2";"2";"5.44";"62.30";"3";"1";"1";"10";"N";"0.42";"None";"4.84";"4.40";"4.40";"3";"MOL";"-1";"35";"5";"1";"1";"475.2635";"-1.12";"NEUTRAL";"C29H34FN3O2";"CC(C)N(C(=O)C(c1cccnc1)C(CC(=O)NCc1ccccc1F)c1ccccc1)C(C)C";"SBEQMVQMXSOEDS-UHFFFAOYSA-N"
"CHEMBL2074730";"ELACRIDAR HYDROCHLORIDE";"ELACRIDAR HCL|ELACRIDAR HYDROCHLORIDE|GF 120918A|GF-120918A";"Small molecule";"-1.0";"600.12";"4";"17";"5.56";"92.89";"6";"2";"2";"8";"N";"0.24";"13.88";"8.36";"6.81";"5.81";"5";"MOL";"0";"42";"8";"2";"2";"563.2420";"-0.57";"NEUTRAL";"C34H34ClN3O5";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2.Cl";"IQOJZZHRYSSFJM-UHFFFAOYSA-N"
"CHEMBL1823872";"SOMATOSTATIN";"SOMATOSTATIN|SOMATOSTATIN-14|SRIF-14";"Protein";"3.0";"1637.91";"24";"119";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1636.7167";"None";"None";"C76H104N18O19S2";"C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O";"NHXLMOGPVYXJNR-ATOGVRKGSA-N"
"CHEMBL2337702";"";"";"Small molecule";"";"407.47";"3";"3";"4.19";"65.07";"6";"0";"0";"7";"N";"0.64";"None";"None";"4.56";"4.56";"2";"MOL";"-1";"30";"6";"0";"0";"407.1733";"-0.48";"NEUTRAL";"C24H25NO5";"CCOC(=O)C1=CN(c2ccc(OC)cc2)C=C(C(=O)OCC)C1c1ccccc1";"VIRJKNQQIURAIJ-UHFFFAOYSA-N"
"CHEMBL2228859";"";"";"Small molecule";"";"358.87";"6";"14";"4.54";"49.41";"2";"1";"0";"2";"N";"0.80";"9.67";"None";"5.00";"5.00";"2";"MOL";"-1";"25";"4";"1";"0";"358.1448";"-0.92";"NEUTRAL";"C20H23ClN2O2";"Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc(Cl)cc2)C(C)(C)C)c1";"SBQGINRWYSHEKN-UHFFFAOYSA-N"
"CHEMBL4638559";"";"";"Unknown";"";"467.52";"5";"6";"3.83";"71.34";"8";"1";"0";"5";"N";"0.61";"None";"6.58";"4.02";"3.96";"3";"MOL";"-1";"34";"8";"1";"0";"467.2245";"-1.51";"NEUTRAL";"C24H27F2N7O";"COc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCN3c2ccc(F)c(F)c2)ccn1";"PDOHVGKIOMMAAD-MFKICJERSA-N"
"CHEMBL4557604";"";"";"Unknown";"";"586.76";"2";"21";"7.60";"67.23";"5";"1";"2";"7";"N";"0.21";"12.51";"1.41";"8.26";"8.26";"5";"MOL";"-1";"43";"6";"1";"2";"586.2402";"-1.43";"NEUTRAL";"C36H34N4O2S";"Cc1cc(C)c(-c2cc(NC(=O)CSCC(=O)N3c4ccccc4CCc4ccccc43)n(-c3ccccc3)n2)cc1C";"ZFGJKGPMONGQDN-UHFFFAOYSA-N"
"CHEMBL4852116";"";"";"Unknown";"";"524.63";"6";"9";"4.40";"101.50";"8";"2";"1";"9";"N";"0.33";"12.30";"6.78";"4.43";"4.33";"4";"MOL";"-1";"39";"9";"2";"1";"524.2536";"-1.39";"NEUTRAL";"C30H32N6O3";"COc1cc2c(cc1OC)CN(CCNC(=O)c1ccc(C)c(Nc3nccc(-c4ccccn4)n3)c1)CC2";"GARPHPYYLBGAAF-UHFFFAOYSA-N"
"CHEMBL2286719";"";"";"Small molecule";"";"344.84";"6";"11";"4.23";"49.41";"2";"1";"0";"2";"N";"0.83";"10.15";"None";"4.48";"4.48";"2";"MOL";"-1";"24";"4";"1";"0";"344.1292";"-1.10";"NEUTRAL";"C19H21ClN2O2";"Cc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1";"CDBUBDOIZDUJLX-UHFFFAOYSA-N"
"CHEMBL2074668";"EPIABEODENDROIDIN F";"Epiabeodendroidin F";"Small molecule";"";"700.78";"1";"1";"3.43";"189.03";"13";"2";"2";"7";"N";"0.24";"12.66";"None";"3.95";"3.95";"1";"MOL";"-1";"50";"13";"2";"2";"700.3095";"1.79";"NEUTRAL";"C37H48O13";"C=C1[C@H](OC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@H](C)[C@]2(O)C[C@@](C)(O)[C@H](OC(C)=O)[C@@H](C2=O)[C@H]1OC(=O)C(C)C";"SEXFBYNVMYVQNC-CHUUSJQZSA-N"
"CHEMBL2074861";"PALMITIC ACID + GLYCEROL";"Palmitic acid + Glycerol";"Small molecule";"";"348.52";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"348.2876";"None";"None";"C19H40O5";"CCCCCCCCCCCCCCCC(=O)O.OCC(O)CO";"CGBXSWXZXBQCMR-UHFFFAOYSA-N"
"CHEMBL3401083";"";"";"Small molecule";"";"639.15";"6";"7";"6.16";"163.40";"11";"3";"3";"10";"N";"0.12";"10.83";"3.87";"6.62";"6.61";"5";"MOL";"-1";"45";"12";"3";"3";"638.1728";"-2.29";"NEUTRAL";"C31H27ClN10O2S";"CC(C)c1ccc(-c2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(Nc3ccccc3Cl)c2C#N)cc1";"SENCIKOOEFKNCO-UHFFFAOYSA-N"
"CHEMBL3582154";"";"";"Small molecule";"";"733.74";"4";"7";"6.45";"138.47";"12";"1";"3";"14";"N";"0.11";"11.98";"None";"5.98";"5.98";"4";"MOL";"-1";"53";"13";"1";"3";"733.2535";"0.30";"NEUTRAL";"C39H40FNO12";"COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c1)C2";"HYIPBGSVFCLHGF-AHSNHEDPSA-N"
"CHEMBL5084133";"";"";"Unknown";"";"332.40";"5";"16";"3.00";"94.83";"5";"3";"0";"1";"N";"0.54";"8.04";"None";"3.60";"3.51";"1";"MOL";"-1";"24";"5";"3";"0";"332.1624";"1.78";"NEUTRAL";"C19H24O5";"CC(C)c1cc2c(c(O)c1O)[C@@]1(O)CCCC(C)(C)[C@@H]1C(=O)C2=O";"UDSDSLQUHXXBTI-HKUYNNGSSA-N"
"CHEMBL2398183";"";"";"Small molecule";"";"463.75";"1";"1";"5.14";"72.72";"4";"4";"1";"6";"N";"0.41";"None";"10.32";"4.01";"1.26";"0";"MOL";"-1";"33";"4";"4";"1";"463.4025";"2.62";"BASE";"C29H53NO3";"CCNCCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C";"WFEVDFLKSVTEPR-OZVONCOPSA-N"
"CHEMBL426921";"";"";"Small molecule";"";"323.44";"1";"2";"4.25";"45.40";"3";"2";"0";"8";"N";"0.61";"13.06";"9.23";"4.40";"2.58";"3";"MOL";"-1";"24";"3";"2";"0";"323.1885";"0.10";"BASE";"C21H25NO2";"CCCNC[C@@H](O)c1oc2ccccc2c1CCc1ccccc1";"XPEXCFSBFPOSQR-LJQANCHMSA-N"
"CHEMBL5084699";"";"";"Unknown";"";"528.61";"3";"4";"3.91";"70.65";"8";"1";"1";"5";"N";"0.53";"None";"9.72";"4.01";"1.72";"3";"MOL";"-1";"39";"8";"1";"1";"528.2260";"1.04";"BASE";"C31H32N2O6";"COc1cc(C[C@H]2CN3C[C@@H]4[C@@H](c5ccccc5)c5c(cc6c(c5OC)OCO6)[C@@H]4[C@H]3CN2)cc2c1OCO2";"WQECFXZCKUFACM-FERBAXHVSA-N"
"CHEMBL5087474";"";"";"Unknown";"";"485.54";"3";"4";"3.25";"81.20";"6";"0";"0";"4";"N";"0.56";"None";"3.53";"2.26";"2.26";"3";"MOL";"-1";"36";"8";"0";"0";"485.1951";"0.18";"NEUTRAL";"C28H27N3O5";"COc1cc([C@H]2c3ccncc3C(=O)N3C[C@H](Cc4ccccc4)N(C(C)=O)C[C@H]23)cc2c1OCO2";"QBZFFXJETSYRQF-CLLDFNAGSA-N"
"CHEMBL4456237";"";"";"Unknown";"";"560.86";"2";"3";"5.57";"104.81";"5";"4";"2";"6";"N";"0.34";"None";"9.99";"3.87";"1.41";"0";"MOL";"-1";"40";"6";"5";"2";"560.4553";"2.53";"BASE";"C34H60N2O4";"CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](NC(=O)CCCN)C(C)(C)[C@@H]4CC[C@]23C)O1";"SSFOMZIXIWRXHQ-NGDKJZRLSA-N"
"CHEMBL2074843";"";"";"Protein";"";"417.57";"1";"1";"1.39";"124.60";"5";"4";"0";"13";"N";"0.36";"3.99";"None";"1.33";"-1.84";"0";"BOTH";"-1";"28";"8";"4";"0";"417.2297";"-0.15";"ACID";"C19H35N3O5S";"CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)O";"PSWDVLIIOQGUCK-JYJNAYRXSA-N"
"CHEMBL3613015";"";"";"Small molecule";"";"711.86";"7";"11";"6.14";"122.32";"8";"1";"2";"12";"N";"0.16";"None";"8.36";"6.83";"5.83";"5";"MOL";"-1";"50";"10";"1";"2";"711.2073";"-0.92";"NEUTRAL";"C38H37N3O7S2";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3N(S(=O)(=O)c3ccccc3)S(=O)(=O)c3ccccc3)cc1)CC2";"TWNDUKAXRORGCW-UHFFFAOYSA-N"
"CHEMBL1253361";"";"";"Small molecule";"";"674.79";"1";"1";"6.43";"146.33";"9";"2";"2";"18";"N";"0.09";"13.50";"None";"6.66";"6.66";"3";"MOL";"-1";"49";"11";"2";"3";"674.3203";"-0.15";"NEUTRAL";"C38H46N2O9";"CC(C)(C)OC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)C[C@H](CCCCNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1";"ZLYKAKWGUOJTGB-ACHIHNKUSA-N"
"CHEMBL1215647";"";"";"Small molecule";"";"284.29";"3";"3";"0.93";"96.34";"6";"0";"0";"4";"N";"0.77";"None";"None";"0.73";"0.73";"2";"MOL";"-1";"19";"7";"0";"0";"284.0467";"-1.23";"None";"C11H12N2O5S";"CC(C)Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1";"CSHHNDUAIYOOEE-UHFFFAOYSA-N"
"CHEMBL191573";"";"";"Small molecule";"";"590.62";"4";"8";"2.28";"160.96";"12";"1";"2";"7";"N";"0.36";"13.67";"None";"1.14";"1.14";"1";"MOL";"-1";"42";"12";"1";"2";"590.2363";"2.35";"NEUTRAL";"C30H38O12";"CC(=O)OC[C@]12[C@@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(C)=O";"SUKGHCPJNGDNSA-LLKZBMCISA-N"
"CHEMBL1773395";"";"";"Small molecule";"";"402.40";"2";"2";"5.70";"45.81";"3";"0";"1";"3";"N";"0.44";"None";"0.34";"5.12";"5.12";"4";"MOL";"-1";"30";"4";"0";"1";"402.1180";"-1.24";"NEUTRAL";"C24H16F2N2O2";"O=C(c1cc2ccccc2o1)N1N=C(c2ccc(F)cc2)CC1c1ccc(F)cc1";"CGABLJPVGRRMSW-UHFFFAOYSA-N"
"CHEMBL252575";"";"";"Small molecule";"";"641.76";"1";"8";"5.71";"111.22";"11";"0";"3";"13";"N";"0.20";"None";"11.21";"5.60";"2.27";"2";"MOL";"-1";"46";"11";"0";"3";"641.3200";"0.18";"BASE";"C35H47NO10";"COc1cc(/C=C/C(=O)OC2CCC(N(C)C3CCC(OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC";"GYWUGKYGQVCSEZ-CAOOACKPSA-N"
"CHEMBL557217";"GRAMICIDIN D";"Gramicidin D";"Small molecule";"";"1811.25";"7";"27";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"1810.0334";"None";"None";"C96H135N19O16";"CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C";"NDAYQJDHGXTBJL-MWWSRJDJSA-N"
"CHEMBL2316437";"";"";"Small molecule";"";"699.84";"1";"2";"6.55";"101.99";"10";"0";"2";"12";"N";"0.15";"None";"11.21";"7.23";"3.90";"3";"MOL";"-1";"51";"10";"0";"2";"699.3407";"-0.14";"BASE";"C41H49NO9";"COc1ccc(C(C(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@@H](OC(=O)C#Cc4cc(OC)c(OC)c(OC)c4)CC3)CC2)c2ccc(OC)cc2)cc1";"RBRDQAJOBKZMHD-DBEAWWPQSA-N"
"CHEMBL318061";"";"";"Small molecule";"";"462.57";"4";"12";"4.20";"53.01";"5";"1";"0";"10";"N";"0.46";"None";"6.63";"4.92";"4.85";"3";"MOL";"-1";"34";"5";"1";"0";"462.2319";"-1.12";"NEUTRAL";"C28H31FN2O3";"O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1";"UQOKEVFVYZVXCW-UHFFFAOYSA-N"
"CHEMBL258575";"";"";"Small molecule";"";"467.57";"2";"5";"5.11";"63.69";"5";"1";"1";"7";"N";"0.41";"None";"8.36";"4.90";"3.90";"4";"MOL";"-1";"35";"6";"1";"1";"467.2209";"-1.01";"NEUTRAL";"C29H29N3O3";"COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccnc4ccccc34)cc1)CC2";"IXNDLQJURAGSQH-UHFFFAOYSA-N"
"CHEMBL5087079";"";"";"Unknown";"";"472.54";"3";"4";"3.65";"79.31";"5";"1";"0";"5";"N";"0.61";"9.76";"None";"3.81";"3.81";"3";"MOL";"-1";"35";"7";"1";"0";"472.1998";"0.11";"NEUTRAL";"C28H28N2O5";"CC(=O)N1C[C@H](Cc2cc(O)c3c(c2)OCO3)N(C(=O)c2ccccc2)C[C@@H]1Cc1ccccc1";"JDHFJTGFKAYMMX-ZEQRLZLVSA-N"
"CHEMBL3774566";"";"";"Small molecule";"";"637.13";"1";"1";"5.45";"114.43";"9";"0";"2";"8";"N";"0.12";"None";"None";"6.33";"6.33";"2";"MOL";"-1";"45";"9";"0";"2";"636.2126";"1.80";"NEUTRAL";"C35H37ClO9";"C=C1CC[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(=O)c3ccccc3)[C@@H](OC(=O)/C=C/c3ccccc3)[C@@H]3[C@@H](OC(=O)CCl)[C@]12OC3(C)C";"JOQCMLSYCIBRET-OYZRQYOXSA-N"
"CHEMBL3401086";"";"";"Small molecule";"";"639.15";"6";"7";"6.16";"163.40";"11";"3";"3";"10";"N";"0.12";"10.84";"3.87";"6.62";"6.61";"5";"MOL";"-1";"45";"12";"3";"3";"638.1728";"-2.30";"NEUTRAL";"C31H27ClN10O2S";"CC(C)c1ccc(-c2nc(SCc3cn(CC(=O)NC(=O)Nc4ccccn4)nn3)nc(Nc3cccc(Cl)c3)c2C#N)cc1";"OQSVYPHNGXMQHL-UHFFFAOYSA-N"
"CHEMBL2238487";"";"";"Small molecule";"";"326.78";"1";"1";"3.85";"58.20";"2";"2";"0";"3";"N";"0.84";"12.58";"None";"2.86";"2.86";"2";"MOL";"-1";"23";"4";"2";"0";"326.0822";"-1.01";"NEUTRAL";"C18H15ClN2O2";"CC1=C(C(=O)c2ccccc2)C(c2ccccc2Cl)NC(=O)N1";"IVINMBVBTHQEIT-UHFFFAOYSA-N"
"CHEMBL1271405";"";"";"Small molecule";"";"368.17";"4";"9";"4.47";"78.67";"5";"0";"0";"5";"N";"0.34";"None";"None";"4.85";"4.85";"2";"MOL";"-1";"24";"6";"0";"0";"367.0014";"-0.54";"NEUTRAL";"C16H11Cl2NO5";"COc1cc(/C=C/[N+](=O)[O-])ccc1OC(=O)c1cccc(Cl)c1Cl";"OTIYUWWOXDONKB-BQYQJAHWSA-N"
"CHEMBL149234";"";"";"Small molecule";"";"375.47";"3";"4";"4.35";"58.56";"4";"2";"0";"10";"N";"0.52";"None";"4.10";"4.30";"4.30";"3";"MOL";"-1";"28";"4";"2";"0";"375.1834";"-0.46";"NEUTRAL";"C24H25NO3";"O=C(CCc1ccccc1)c1ccccc1OCC(O)CNc1ccccc1";"YHTIQUARFRYUQD-UHFFFAOYSA-N"
"CHEMBL339252";"";"";"Small molecule";"";"407.51";"2";"2";"2.93";"76.26";"6";"2";"0";"7";"N";"0.59";"None";"10.01";"2.62";"0.10";"3";"MOL";"-1";"30";"6";"2";"0";"407.2209";"-0.63";"BASE";"C24H29N3O3";"Cc1c(C(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1CC(O)CNC(C)(C)C";"CUZLGKFLNHHSCB-UHFFFAOYSA-N"
"CHEMBL5093219";"";"";"Unknown";"";"465.53";"4";"5";"4.18";"81.51";"7";"1";"0";"4";"N";"0.62";"12.13";"2.43";"3.09";"3.09";"3";"MOL";"-1";"34";"8";"1";"0";"465.2176";"-0.73";"NEUTRAL";"C25H28FN5O3";"CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3cc(F)cnc3Nc3ccc(-c4cnn(C)c4)cc32)OC1";"YLJQVHPDRBPSDB-NZQKXSOJSA-N"
"CHEMBL5089035";"";"";"Unknown";"";"496.58";"4";"5";"4.15";"76.16";"7";"1";"0";"4";"N";"0.68";"12.26";"2.80";"3.43";"3.43";"2";"MOL";"-1";"36";"8";"1";"0";"496.2486";"-0.16";"NEUTRAL";"C27H33FN4O4";"CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3cc(F)cnc3Nc3ccc(N4CC5CCC4CO5)cc32)OC1";"CHPQQBZYSJKTOZ-BBLPBDBVSA-N"
"CHEMBL443723";"";"";"Small molecule";"";"612.67";"1";"4";"3.32";"159.57";"11";"1";"2";"5";"N";"0.30";"12.64";"None";"4.26";"4.26";"1";"MOL";"-1";"44";"11";"1";"2";"612.2571";"2.11";"NEUTRAL";"C33H40O11";"C=C1[C@H](OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(C)=O)[C@H]1OC(C)=O";"WIIHXTZBFPAMCQ-ARERDINJSA-N"
"CHEMBL1253376";"";"";"Small molecule";"";"742.87";"1";"1";"5.65";"163.40";"10";"2";"2";"21";"N";"0.10";"11.86";"None";"5.69";"5.69";"3";"MOL";"-1";"54";"12";"2";"3";"742.3465";"-0.12";"NEUTRAL";"C42H50N2O10";"O=C(CCC(=O)N[C@@H](CCC(=O)OCC1CCCCC1)C(=O)OCc1ccccc1)N[C@@H](CCC(=O)OCc1ccccc1)C(=O)OCc1ccccc1";"OJKMOBZJDGOLRX-ZPGRZCPFSA-N"
"CHEMBL2087784";"";"";"Small molecule";"";"610.67";"5";"13";"7.41";"23.55";"3";"0";"1";"4";"N";"0.37";"None";"3.26";"5.06";"5.06";"3";"MOL";"-1";"32";"3";"0";"1";"465.2029";"-0.95";"NEUTRAL";"C27H33F6N2OPS2";"CN(C)c1ccc(-c2cc(-c3ccc(C(=O)N4CCCCC4)s3)cc(C(C)(C)C)[s+]2)cc1.F[P-](F)(F)(F)(F)F";"FQWBASWFZBKOGX-UHFFFAOYSA-N"
"CHEMBL350030";"";"";"Small molecule";"";"342.40";"4";"4";"4.18";"44.12";"4";"0";"0";"4";"N";"0.56";"None";"0.29";"4.26";"4.26";"4";"MOL";"-1";"26";"4";"0";"0";"342.1368";"-0.89";"NEUTRAL";"C22H18N2O2";"Cn1c(=O)c(COc2ccc(-c3ccccc3)cc2)nc2ccccc21";"WGCOVVGKEYQMEK-UHFFFAOYSA-N"
"CHEMBL2087166";"";"";"Small molecule";"";"606.75";"1";"4";"3.57";"156.66";"10";"3";"1";"8";"N";"0.28";"13.48";"None";"1.93";"1.93";"0";"MOL";"-1";"43";"10";"3";"1";"606.3404";"2.85";"NEUTRAL";"C33H50O10";"CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@H]1OC(C)=O)C(=O)C=C1[C@@H]2CC[C@]2(C)[C@@H]([C@@](C)(O)[C@@H](CCC(C)(C)O)OC(C)=O)CC[C@@]12O";"MJKOCZIZHOHSNY-OWFCURGQSA-N"
"CHEMBL5075886";"";"";"Unknown";"";"735.80";"3";"3";"6.28";"146.73";"12";"1";"3";"12";"N";"0.15";"11.63";"8.46";"6.14";"5.04";"7";"MOL";"-1";"55";"13";"1";"3";"735.2805";"-1.09";"NEUTRAL";"C42H37N7O6";"COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OCc5ccncc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2";"HNJVTJANLLZWKY-UHFFFAOYSA-N"
"CHEMBL2087150";"";"25,26-Didehydrodacryhainansterone";"Small molecule";"";"460.61";"1";"4";"2.58";"118.22";"6";"5";"0";"5";"N";"0.40";"13.24";"None";"1.33";"1.33";"0";"MOL";"-1";"33";"6";"5";"0";"460.2825";"3.41";"NEUTRAL";"C27H40O6";"C=C(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)C3=CC[C@]12C";"LUNKIHLLVBEGEB-ZTUUSGHWSA-N"
"CHEMBL229938";"";"";"Small molecule";"";"518.51";"7";"25";"6.79";"6.48";"2";"0";"1";"4";"N";"0.45";"None";"4.67";"5.89";"5.89";"3";"MOL";"-1";"28";"2";"0";"1";"391.2202";"-0.37";"NEUTRAL";"C25H31IN2S";"CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)[s+]c(C(C)(C)C)c2)cc1.[I-]";"BSUVCJIQGAEYOX-UHFFFAOYSA-M"
"CHEMBL1164206";"";"";"Small molecule";"";"436.29";"2";"3";"7.24";"55.49";"4";"1";"1";"4";"N";"0.32";"9.32";"0.56";"6.42";"6.41";"5";"MOL";"-1";"30";"4";"1";"1";"435.0429";"-0.35";"NEUTRAL";"C24H15Cl2NO3";"Oc1ccc2oc3ncc(OCc4cccc(Cl)c4)c(-c4cccc(Cl)c4)c3c2c1";"GZPXMMWIBXOVMJ-UHFFFAOYSA-N"
"CHEMBL1945313";"";"";"Small molecule";"";"394.43";"2";"2";"4.90";"82.86";"6";"1";"0";"8";"N";"0.43";"13.46";"0.73";"4.93";"4.93";"3";"MOL";"-1";"29";"7";"1";"0";"394.1529";"-0.86";"NEUTRAL";"C22H22N2O5";"COc1cc(CNc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(OC)c1OC";"CMLXRWBZHMCTCE-UHFFFAOYSA-N"
